from,to,length
49374384,1833036128,402.79
49374384,49252677,395.531
49112244,49112245,70.226
49112244,49267781,559.811
49112244,4343330560,371.924
49112245,49112258,405.2
49112245,49074536,86.442
49505461,49505463,58.577
49505463,49151442,97.963
49374399,49662356,86.381
49374399,1164375075,96.657
49374399,49073726,151.281
49112258,49112263,78.796
49112258,49324011,110.009
49374406,49146000,108.701
49112263,49112264,63.53
49112263,49267796,80.667
49112272,49524767,75.415
49112272,49083323,80.876
49112275,49112276,163.041
49112275,49453138,76.478
49112276,49112280,239.401
49112276,49453138,235.243
49112280,49112924,100.257
49112280,4587707859,89.181
49112283,49112284,83.583
49112283,49344916,193.06
49112283,49344905,211.328
49112281,49652319,102.017
49112284,49476362,134.243
49112284,49476360,130.398
49112286,49052306,77.512
49112286,49399588,192.851
49112286,49399585,212.164
49112287,49112288,78.598
49112287,3581916706,195.394
49112287,49178430,199.786
49112288,3581916705,194.663
1129669857,1129672348,2.017
1129669857,1129671592,25.946
1129669857,1129672810,83.176
49243361,49243363,202.71
49243361,49127025,77.214
49177828,49191401,13.834
49177828,49403686,261.985
49243363,49127026,77.965
49243363,49317409,84.337
49243363,49243368,205.114
49243368,49127028,75.5
49243368,49519809,86.715
48982099,48982098,10.412
48982099,49112925,402.75
49243371,279049902,18.497
49243371,49243374,93.004
49308908,49073160,87.135
49308908,49047291,89.423
49308908,49516483,136.5
49308908,49073156,113.393
49243374,49243376,100.52
49243374,49398331,233.114
49308912,49073160,102.664
49308912,49516491,95.284
49243376,49243377,76.727
49243376,49583068,232.366
49243376,49375796,59.569
49177842,49177852,189.172
49243377,49243379,73.389
49243377,49345055,57.273
49243379,49243436,17.808
49243379,49375798,59.405
49177852,49068732,323.63
49177856,49177857,62.721
49308930,49079627,93.075
49308930,49308935,179.428
49308930,49411153,232.173
49308935,49314779,74.829
49308935,49314789,149.111
49243401,49581246,19.626
49243407,49243409,115.43
49243407,49147091,116.322
49243407,49061901,85.787
1129669904,1129672868,63.128
49243409,49061902,84.972
49243409,49243411,121.248
49243411,49243412,121.348
49243411,49061903,85.44
49243412,49243413,116.122
49243413,4604683666,56.843
49243414,49061908,86.156
49243414,4604683666,58.734
49243416,5084834850,117.034
49243416,49243417,168.139
49308955,49308956,331.022
49308955,49216230,236.366
49308955,49459506,75.923
49308956,5691963890,180.443
49308964,49265996,65.566
49308964,49279812,257.983
2138465578,49646346,20.274
49308971,49308972,82.267
49308971,49052670,84.162
49308971,49279814,282.113
49308972,49308973,76.54
49308972,49279817,282.832
49308973,49066415,78.933
49243436,49243438,142.124
49243436,49538985,215.224
49243438,49052340,110.327
49243438,49389849,210.165
49243438,49375801,79.775
49243442,49190244,87.096
49243442,49342403,96.372
49505588,49505590,176.114
49505590,49539107,81.811
49505590,49445954,374.269
49374537,49079605,257.811
49309004,49257058,231.579
49374542,49079605,95.46
1129669968,1129672523,58.021
1129669968,1129671270,37.176
1129669968,1129671592,86.672
49112402,49112403,50.443
49112402,48924473,276.359
49112403,49112404,109.394
49112403,49318155,174.473
49112404,49318155,78.373
49112404,49382745,77.779
49112406,49112407,81.663
49112407,49112408,79.86
49112408,49112409,79.283
49112409,49112411,70.594
49112409,49535595,316.678
49374554,49374555,196.625
1129669979,1129671142,475.566
1129669979,49279380,134.569
1129669979,49326996,300.282
49374555,49202476,57.262
49374555,49374557,282.11
49374557,49063679,71.549
49374557,49396949,54.38
49374557,49374558,78.953
49112414,49112421,174.193
49112414,49115794,74.919
49374558,49396940,165.874
49374558,49195210,80.509
49112411,49074168,122.084
49112411,49080970,516.969
49309028,49249525,56.9
49505641,49311120,68.964
49112435,49112436,90.047
49112436,366662227,34.375
49112436,49112441,185.165
49505654,49505665,84.522
49505654,49311120,127.366
5727020409,5988715104,10.388
5727020409,5988715104,139.702
5727020409,5727020421,118.232
5727020409,5727020426,187.809
49112441,49112444,187.931
49112441,49592977,281.656
49112441,49193550,116.366
49112444,2658268191,15.281
49112444,49070820,129.333
49112444,49070870,99.78
49505665,49539861,39.358
49505665,49505672,105.803
49243521,49243522,74.293
49243521,49393699,76.864
49243521,49393709,271.212
49243522,49243524,96.742
49243522,49243524,155.125
49243524,49317827,102.548
5727020421,6265026961,19.548
5727020421,5988715104,115.69
49112456,49112458,56.171
49505672,49119333,79.732
49505672,49205907,264.636
49505672,49640068,327.245
49112458,49112461,86.392
5727020426,5727020426,150.621
49112461,49112462,79.309
49112461,49731822,208.306
49112462,49731822,127.894
49112462,49112463,68.737
49112463,49393663,127.659
49243534,49517153,64.62
49243534,49775814,174.771
49243537,49243539,61.936
5669217678,49309988,9.617
49243539,49190862,54.9
49243541,49243542,91.993
49243541,49322869,281.186
49243542,49243548,81.319
49243542,49322871,305.297
49243548,49083722,92.785
49243548,49704507,225.447
49702302,49598654,56.955
49702302,49702302,248.224
49505702,49119333,295.672
49243559,49243577,195.826
49243577,49243593,72.604
49243577,49243941,82.441
49112512,49122016,51.373
3642320324,3642320325,157.219
49243597,49243610,142.505
49596992,49243597,286.954
49243597,49596992,235.851
49505745,49505745,426.912
4605896157,49135899,3.14
4605896157,49135899,3.14
4605896157,5556198553,43.349
4605896157,5556198553,43.349
49505767,49378782,87.715
49112558,49112559,76.984
49112558,49252168,75.247
49112559,49316192,53.809
49112559,49060766,83.73
49112560,5528802586,73.429
49112560,49332540,75.95
49112565,49342587,72.179
49112565,49332538,75.057
49112565,49112567,329.531
49112565,49332537,326.85
49112567,49112568,146.538
49112567,49112568,299.477
49440248,1312588052,11.175
49702392,49075029,259.729
49112568,49112569,77.953
49112569,49533661,41.476
49440255,1312588052,184.302
4344800774,49059396,11.365
4344800774,49059390,194.326
1697211912,1697212078,707.803
1697211912,49517740,149.077
49571343,49571351,136.237
49571343,49647618,31.643
6257206804,49190214,83.733
6257206804,6257206807,92.515
6257206804,49573273,369.309
49112597,49214199,33.704
49112597,49112602,196.991
49112597,49214189,132.795
6257206805,6257206808,90.739
6257206805,49190214,83.452
6257206805,49190225,164.542
6257206807,49581270,18.611
6257206808,49190231,199.986
49112596,49386874,39.995
49112596,49064347,225.573
49112596,49051787,95.173
49571355,49326984,85.818
49571355,49118618,122.431
49571355,49123217,409.138
49112602,49403528,38.173
49112602,49112606,80.688
49112607,49112608,46.233
49112607,49203423,112.204
49571360,49123214,48.127
49571360,49118618,297.498
49571360,3379001615,137.677
49178147,49114003,129.753
49178147,49114000,213.726
49571366,304728612,323.128
49571366,1437187429,95.916
1129670187,1129672709,5.379
49505836,49118509,405.978
49636912,49313705,86.478
49636916,49082112,37.234
49112630,49112641,335.285
49112630,49121754,91.614
1129670202,49393802,24.196
1129670202,49393782,1017.052
49112641,49466962,139.501
49440337,49440338,96.141
49440338,49317580,150.38
49440338,49510322,137.971
49702481,49117389,105.314
49702481,49215777,109.363
49636945,49636947,49.805
49636945,49724332,37.684
49571415,49571416,97.472
49571416,49117403,67.229
49571416,49472380,196.863
1129670243,1129671964,40.501
1129670243,1129672154,4.235
49702502,49331557,66.812
49309299,49309302,36.51
49309299,49776473,118.877
49309302,49116253,49.102
49112694,49112695,72.164
49112695,49192728,208.641
49112702,49066110,152.407
49112708,49053097,68.782
49112708,49113766,98.134
49112712,49729220,36.203
49112712,49705636,84.621
49309331,49309332,83.383
49309331,49513571,121.662
1228826262,49396159,202.651
1129670294,1129672868,45.33
49571480,49127410,190.288
49065849,49112737,299.519
49112737,49065849,184.576
49112737,49056134,255.786
49505957,49215777,75.786
49505957,49505968,180.749
1697212078,1697236915,83.918
1697212078,1697212088,149.881
49505968,49215784,139.831
1697212088,1697236965,20.089
1697212088,1697212146,260.02
49112766,49112771,104.77
49112766,1811066363,28.976
49505984,49215799,166.59
49112771,49112772,87.845
49309391,49309393,103.139
49309393,49507238,115.451
49309401,3581525194,70.459
49112800,49112804,95.107
49112800,49732696,112.55
49112800,49277520,124.345
49112805,1125481272,15.603
49112805,49204024,71.505
49112808,49112811,67.582
49112808,1125481272,57.378
49112811,49112814,131.799
49112811,2800323734,58.691
49309421,4602198395,232.807
49309421,49454678,168.98
49112814,49385882,207.288
49047282,49073155,80.184
49047282,49073154,124.658
49047282,49047291,285.136
49112822,49385884,88.334
49047291,49346806,312.97
49047291,49073155,176.66
49047296,49047299,42.657
49047299,49047300,29.933
49047300,49047301,21.355
49047300,49250485,33.538
49047301,49652071,50.66
49047301,49047306,107.183
49047306,49652071,74.667
49243926,49243931,221.398
49112855,49112859,278.187
49112855,49112859,319.339
49309466,49309478,147.024
49309466,49067347,74.812
49047322,49317380,96.391
49047322,49119355,102.728
49047322,49047326,338.132
49243931,49243932,61.483
49243932,49243933,6.598
49243932,49185506,155.23
49047326,49126187,82.929
49047326,49126186,77.124
49243933,49129504,200.748
49243934,49202514,109.126
49243934,49129504,111.391
49243934,49393297,193.305
49178404,49178407,404.565
49178404,48876481,195.139
49243941,49243942,48.955
49047335,49051252,10.856
49047335,49047343,716.506
49047335,49051358,116.06
49178407,49129071,301.874
49375018,49060122,191.143
49178411,49074125,200.21
49178411,49639170,106.957
49178413,49074125,199.605
49178413,49643077,109.432
49047344,49047347,86.516
49178416,49147051,198.993
49178416,49448436,83.467
49178416,49178422,205.766
49047347,49281170,120.671
49047347,49281106,173.166
48916277,49071539,138.066
48916277,49071538,99.731
48916277,49071537,273.834
49178422,49099536,76.935
49440566,49440568,371.703
49440566,49342597,77.957
49440566,49252600,76.28
49440568,49214568,110.327
49440568,49252601,77.618
49178425,49282781,78.648
49178425,49099525,140.696
49440571,49060951,89.757
49440571,49645721,87.688
49047358,49047359,84.605
49047359,49047360,79.933
49047360,49047361,85.113
49047360,49135033,115.477
49047360,49608591,113.473
49047361,49047362,81.558
49047362,49047363,84.751
49047363,49047364,83.768
49047364,49047367,164.326
49178440,49178442,153.525
49178442,49213541,30.151
49047371,49407288,72.306
49047371,49047376,206.689
49047371,49407294,144.58
1129670467,49512464,13.203
48916302,48916303,10.564
48916302,49064353,154.814
48916303,3573115118,72.866
48916303,49180345,87.399
49047376,49144089,21.891
49047376,49215430,232.875
49112904,5709746840,54.603
49112904,49112905,60.636
49112904,49112903,76.036
49178450,49049260,47.623
49178450,48929127,50.354
49178450,49189108,88.286
49112906,49112907,138.614
49112906,49112905,265.879
49112906,49254154,236.832
49112908,49112909,108.39
49112908,49112907,65.372
49178453,49049260,9.207
49178453,49178455,42.832
49112909,49112910,92.92
49178455,49178457,76.853
49112912,49112914,100.89
49112914,49539037,198.63
49112914,4589804598,46.855
49112915,49282757,198.355
49112915,49112916,101.727
49112915,4589804598,55.077
49112915,49254172,278.847
49112916,49112917,149.821
49112916,49720581,154.355
49112917,49577910,152.781
49112917,49100160,150.563
49178463,49387163,96.504
49178463,49577614,169.401
49178463,49573615,148.314
49112919,49112920,121.154
49112919,49647774,87.881
49112919,49100160,140.656
48916321,48916322,8.769
48916321,49398820,112.945
48916321,49058364,228.18
48916322,49398788,250.541
48916322,49058376,156.451
49047395,49047398,82.729
49047395,49391107,350.129
3581437794,3898009495,392.103
49178469,49132454,77.617
49178469,49337075,81.257
49178469,49178474,224.911
49112926,49112925,98.757
49112926,49539114,132.482
49309544,49195201,143.804
49309544,49073997,93.432
49309544,49334908,185.589
49112928,49112929,134.006
49112928,49112927,100.334
49112928,49147018,101.672
49112928,1245771295,389.859
49178474,49132460,79.498
49112930,49112931,71.022
49112930,49112929,54.269
49112931,49112932,93.112
49112931,49448447,234.429
49112931,49448445,156.577
49112932,49112934,52.156
49112932,49080880,412.17
49112936,49080848,86.149
49112936,49112937,119.206
49112937,49317475,81.969
49112937,49080849,87.931
49112942,49112955,389.402
49112942,49080881,281.997
48916342,48916343,6.783
48916343,49181197,161.285
48916344,48916345,18.737
48916344,49144097,452.977
48916345,49180438,159.866
48916345,49407610,214.361
49047413,49047414,261.988
49047414,48883530,29.867
49047414,49281880,56.894
49112955,49112956,202.162
49112955,49149245,76.76
49112956,49112957,201.552
49112956,49539081,136.144
49112957,49112958,139.542
49112957,49539082,134.918
49112958,49112959,62.54
49112959,49112961,203.139
49112959,49080888,402.776
49112961,49112962,402.812
49112961,49539107,109.287
49112961,49080890,400.97
49112962,49112965,340.266
49112962,49080892,403.916
49112962,49254084,402.26
49637253,49597320,88.325
5698709382,49196098,13.925
49112967,49112966,118.068
49112965,4341413740,324.448
49112965,49116126,191.748
49112971,48946708,87.316
49112971,2654205188,201.66
49112971,49112972,117.111
49112972,49112973,116.312
49112972,49080938,85.595
49112973,49080939,85.69
49112974,49080941,85.686
49112974,49112975,115.757
49112975,49080942,86.434
49112975,49193564,86.339
49112975,49112976,117.09
49112976,49080943,84.936
49112976,49121317,85.683
49112976,49112977,115.421
49112977,49112978,116.653
49112977,49325992,86.338
49112977,49080944,84.188
49112978,49080945,84.278
49112978,49074039,116.233
49112978,3283254773,86.48
49112982,49178634,84.939
49112982,49112983,116.199
49112982,1713151133,62.007
49112982,49080948,201.191
49112983,49080948,84.188
49112983,49050933,117.088
49112984,49080949,84.188
49112984,49050933,115.763
49112985,49080905,37.131
1129670558,1129672801,20.643
1129670558,49113719,93.499
49506207,4589728670,90.553
49506207,49398317,90.92
49112992,49112998,128.661
49112992,49083365,78.82
49375142,1261477547,306.821
49375142,49542852,78.809
49112998,49331557,75.237
1995401129,459401730,186.248
49375146,49375168,320.827
49375146,49210698,376.117
5556168623,5556168624,19.013
5556168624,49573314,46.723
5556168624,5556168628,33.835
49113007,49113010,135.024
49113007,49317758,121.907
49113007,49667079,125.198
5556168629,5556168631,52.666
5556168630,5556168631,21.438
5556168631,5556168633,121.795
5556168633,5556168635,43.692
5556168633,5556168637,16.401
5556168635,5556168636,16.385
5556168635,5556168643,123.087
5556168638,5556168640,22.852
5556168639,5556168640,31.184
5556168641,5556168640,55.706
5556168641,5556168642,27.122
5556168641,5556168643,33.25
49047491,49075162,136.001
49047491,49716229,211.569
49047491,49075166,91.575
5556168643,49573302,41.295
49375168,49776984,39.058
49375168,49216934,91.414
49440712,49440714,71.391
49440712,49715270,489.158
2430691271,49056723,14.921
2430691271,49466671,80.071
49637320,49211509,239.837
49637320,49459399,318.792
49375191,49121755,88.925
275539932,49259523,213.558
4612122590,49254080,94.085
49047520,49150162,85.203
49047520,49117852,55.598
49047520,49114180,94.953
49047520,49047528,469.67
49375206,49375240,327.5
49375206,49538673,186.517
49506278,49006553,65.291
49506278,49506115,111.703
49506278,3563835244,46.354
49047528,49638695,200.485
49047528,48950615,68.334
49047530,49572391,180.848
49086460,49086459,43.742
49086460,49670336,344.923
49086460,49670306,181.88
49178606,49193886,168.321
49309683,49309685,61.806
49178611,49178613,74.265
49178611,5995461402,76.817
49309685,49282009,171.481
49309685,49282013,635.126
49178613,49178615,9.307
49113079,49580209,101.003
49113079,49113081,76.342
49113081,49394089,134.821
49113081,49245897,132.809
49113081,49113084,441.856
49113084,49113087,121.649
49178621,49178623,33.326
49178621,49083535,202.522
49178621,49643109,100.52
49178624,49178626,236.94
49178624,49390539,63.604
49113087,49145465,69.015
49113087,49113092,138.566
49178626,49178628,151.352
49113092,49129025,110.841
49113092,49113095,92.52
49113095,49193388,211.152
49113095,48880889,498.876
49375240,49538687,168.535
49375240,49538673,189.474
49178634,3701376252,91.617
49178636,49178637,84.329
49178637,49178639,83.167
49244176,49120291,306.667
49375250,49375252,100.968
49375250,49375252,245.468
49375250,49217503,78.516
49178643,49205886,53.365
49178643,49205883,70.864
49047572,49047573,81.396
49047573,49365496,94.747
49047573,49047576,212.716
49178646,49178648,26.288
49244179,49334894,140.495
49047576,49479450,112.275
49047576,49047579,95.216
49375252,1715720390,175.083
49375264,49375269,79.037
49047588,49047598,276.318
49178661,49178662,23.864
49178661,462348341,179.735
49178661,1342894691,38.578
49702952,49127914,32.233
49309738,49309740,74.963
49244200,49667526,366.231
49244200,49333525,317.135
49047598,49047600,209.908
49178672,49070829,110.651
49178672,49080195,67.384
49047600,366078330,59.593
49047600,49519895,116.272
49047600,49519888,115.049
5151156274,5321297543,9.395
5151156274,5151156281,444.621
49047603,49178682,58.066
49047603,49047604,208.01
49047603,5751407460,117.504
49047603,366078326,93.947
49047604,49047605,209.82
49047604,49643227,88.573
49047605,49047606,205.345
49178678,5751407460,5.672
5151156281,49331549,41.07
5151156281,5151156282,10.297
49178682,49668116,151.705
49178682,49668114,160.281
5151156282,49331548,36.934
5151156282,5321297543,191.684
49047611,49047610,82.683
49047611,4522502654,21.948
49047610,49047609,87.185
49047614,4522502654,62.591
49047614,2802972972,167.079
49047609,49608612,180.47
49178696,49643205,168.365
49113163,49113165,143.645
49113163,2139647964,167.765
49571917,49571918,81.126
49571918,49062075,250.107
49047631,49047632,118.389
49047632,1715720457,18.027
49047633,1715720457,79.13
49178704,49178702,73.089
49178704,49312895,195.307
49178704,49312888,63.259
49571923,49641078,98.852
49571923,49213637,316.156
49178702,49594053,125.725
49178702,49594043,127.026
49113165,49113166,31.482
49113165,2139647986,218.259
49178711,49398078,120.476
49178711,49526508,404.616
366241880,49318027,68.013
49178714,49178716,91.693
49178714,2817182019,74.58
49178714,49259476,178.01
49178716,49178718,213.077
49178716,2817182022,77.907
49178718,49312220,161.374
49703006,49466653,86.56
49571934,49458355,77.613
49244252,49244268,236.948
49703013,49669889,58.279
49571941,49123381,36.917
49309799,49114864,38.932
49309799,49281123,330.585
49309799,49309808,244.525
49571948,49123381,68.121
49571948,49582216,198.506
49244268,49129368,157.948
49244268,49084824,192.581
48982279,48982278,7.651
48982279,49080876,240.702
49309808,49280681,459.678
49047671,49047672,32.135
49047672,49589837,119.097
49047672,49589835,39.264
49047672,49047676,130.373
1607100540,49081802,36.31
49047676,49047677,62.38
49047676,49319166,82.46
49047677,49047678,77.169
49047677,49653377,138.357
1607100543,49081802,81.53
49047678,49047679,75.183
49047678,49605812,91.988
49047680,49047679,74.612
49047680,49047682,57.082
49047682,49149742,120.119
49047683,49047689,338.054
49047679,49607615,49.768
49047692,49047693,95.169
49047693,49119509,197.177
49047693,49119505,152.163
49309838,49322397,244.645
49309838,351927248,49.614
49309838,351926062,661.029
49047691,49047690,126.321
49047691,1715123744,134.352
49244298,49244302,80.935
49244298,49115867,76.584
49244302,49115871,134.3
49244302,49244307,54.138
49244307,49195306,68.944
49244307,49346075,210.456
3357960340,3357960340,55.339
49281880,49145125,54.095
4799948952,49076945,142.269
49047721,49047726,185.014
49309867,351926062,69.37
49047726,49047731,131.065
49047726,49347572,62.415
49244336,49124678,118.41
49244336,49131980,69.575
2666293437,2666293441,35.211
2666293437,2666293439,23.644
2666293437,2666293440,60.044
2666293438,2666293439,8.303
2666293439,2666293442,34.39
49309889,277343993,35.797
49309889,277343999,39.56
2666293441,2666293449,74.186
2666293441,2666293442,24.975
2666293442,2666293443,12.949
2666293444,2666293448,35.456
49309893,277343993,19.231
49309893,49309896,52.259
2666293446,49245001,73.222
2666293446,2666293448,40.234
2666293446,49309905,214.431
49309896,49244994,148.224
49309896,49309901,120.988
2666293448,2666293451,43.087
2666293449,2666293450,24.635
2666293449,2666293451,11.898
2666293451,2666293455,42.999
2666293450,2666293447,22.597
2666293450,2666293453,23.208
49309901,49244997,219.78
49309901,49309905,123.362
2666293454,2666293455,36.093
2666293455,2666293456,31.573
49309905,49309916,220.67
2666293459,2666293461,69.845
2666293461,2666293466,68.082
49099532,49147048,66.335
2666293466,2666293467,9.538
2666293466,3533875320,29.349
3573115108,49064352,59.813
3573115108,3573115110,37.587
3573115108,49064353,122.524
3573115109,3573115110,29.384
3573115110,3573115112,34.106
3573115111,3573115112,35.714
3573115112,3573115117,54.4
3573115113,3573115117,80.931
3573115117,3573115118,31.806
3573115118,49250521,62.183
49309937,2666187381,178.712
49309937,49309939,157.339
49309939,2666187381,62.295
4341655796,49342589,181.19
49506553,49652687,82.632
49506553,49115829,110.883
49309946,49250226,26.149
49309946,49325917,116.645
49386108,49386126,71.765
49386108,49386126,292.885
49386108,49448443,93.437
49506561,49506728,118.615
49506561,49506571,145.501
49506561,49527358,86.558
49309955,49453211,182.504
49309955,49250226,238.149
49309955,49309960,160.953
48982278,49321562,96.924
49047815,49047816,202.816
49047815,49345042,76.89
49309960,49119254,37.665
49309960,49452157,85.164
49047816,48948922,49.646
49047816,49047817,43.546
49047819,49047820,202.184
49047819,49213523,113.477
49047820,49190269,112.053
49047817,49047818,87.918
49047823,49047824,200.649
49047824,49047825,119.064
49309969,49309972,51.676
49309969,49119254,390.938
49047821,49047822,295.695
49309972,49144634,232.966
49047822,49147033,73.132
49047822,49147036,72.003
49047827,48948924,108.393
49309988,49144641,524.973
49309988,49310021,342.978
49309996,49332068,483.244
49309996,49310001,271.919
49309996,49216136,109.402
49310001,49446038,321.522
3590482231,1228919371,52.819
3590482231,3590482232,39.639
49310021,49076694,77.692
49310021,49310030,281.386
49113419,49539026,201.543
49113419,49064533,116.56
49310030,49310048,503.578
49572181,49245064,142.198
49572181,49320158,287.852
49386126,49448445,80.551
49542436,49513507,57.897
49113439,49113440,122.006
49310048,49310049,19.672
49310049,49522468,539.655
49310049,49310055,265.931
49113440,49119075,235.427
49506658,49065732,170.397
49572197,49591146,83.251
49572197,49572208,175.386
49310055,49522468,283.385
49310055,49310058,215.217
49047912,49047913,75.816
49047912,49047911,164.474
49047913,49047914,76.476
49310058,49216350,106.97
49047914,49273496,141.505
49047911,49124610,37.362
49047911,49124609,37.362
49375595,49191571,127.635
49375595,49049844,464.044
49113451,49113452,128.574
49113453,49113452,101.929
49113453,49113455,101.466
49113453,4600142040,49.019
49113455,49113462,222.94
49113455,49144583,187.284
4589709684,3474125487,56.934
4589709684,3474125486,51.282
4589709684,4589709685,139.687
4589709685,49310144,76.966
4589709685,3474125486,215.405
49310070,418115323,240.875
49310070,49310071,442.764
49310071,49385397,80.466
49113462,49124522,176.297
49113462,49113463,105.751
49113462,49124523,127.838
49310074,49591104,48.653
49310074,49310085,307.315
49310074,418114464,87.348
49113463,49113465,148.743
49113465,49590970,155.198
49113465,49113467,156.217
49703293,49276068,63.772
1129671034,49468033,18.679
49113467,49590970,311.212
49375611,49375612,84.24
49375611,49375906,131.95
49375612,49375614,81.193
49375612,49726798,188.21
49375614,49213596,103.092
49703300,49276068,133.129
49310085,49399483,94.227
49113475,4632716889,46.83
49113475,49113476,102.08
49310087,49063148,23.06
49310087,49310091,430.813
49310087,49399483,317.906
49113476,4632716890,49.999
49113476,49073974,99.189
49113476,49073975,186.95
49113477,49073974,101.918
49113477,49120522,100.537
49113477,49113478,101.745
49113478,49120523,102.716
49113478,49113479,100.874
49310091,3627678193,112.48
49310091,3583878457,180.331
49113479,49113480,100.004
49113480,49602383,52.551
49113480,49072329,100.647
49310094,3583878457,122.473
49113481,49113482,101.823
49113481,49072329,101.22
49113481,49119532,99.481
49310096,49592593,106.376
49310096,49080219,470.941
49113482,49120526,101.298
49113482,49113483,101.123
49113483,49120527,101.014
49113483,49113484,53.103
49310099,418113141,306.82
49310099,49638888,397.526
49310099,49310100,227.727
49310099,49080219,228.29
49310100,49052024,164.15
49310100,49310105,113.757
49113485,49113486,178
49113486,49065707,462.445
49113486,49335847,202.375
49113491,49113496,207.368
49113491,49400184,261.023
49113491,49257838,182.465
49310105,49310112,68.38
49113496,49064665,78.15
49113496,49400184,73.676
49113503,49473438,85.141
49113503,49473433,80.618
49310112,49463350,161.525
49506725,49506728,103.824
49506728,49527363,85.036
49375664,49066217,178.751
49375664,49672728,242.894
49375679,49205927,141.298
49375679,49205949,197.231
49375679,49066217,145.13
49310144,49310149,90.447
49310144,3474125487,77.396
49310149,3474125487,60.498
49048014,49048015,23.561
49048016,49141818,109.062
49048016,49048017,90.543
49048017,49048019,153.762
49048017,49149759,79.52
49048017,49149755,308.096
49113552,49064086,294.608
49048019,49048022,78.216
49310163,49072631,57.784
49048022,49048023,82.721
49048022,49068143,224.077
49048023,49048024,85.62
49048023,49573167,219.392
49048024,49640848,89.957
49048024,49583040,210.845
49375705,49245572,147.009
49375705,49205949,181.072
49113561,49113562,34.068
49113561,49150544,100.796
5556169190,5556169191,90.821
5556169190,5556169203,25.254
5556169190,5556169194,114.603
5556169191,5556169207,47.193
5556169191,5556169206,24.493
5556169192,5556169196,37.691
5556169192,5556169193,34.908
5556169192,5556169200,37.198
5556169193,49079952,64.582
5556169194,5556169195,80.711
5556169194,5556169200,28.573
5556169195,5556169196,22.732
5556169195,5556169207,43.773
5556169196,5556169197,8.945
1129671142,1129672668,26.358
1129671142,1129672154,71.581
5556169199,5556169200,15.662
49113576,49113577,42.214
49113576,49113580,40.157
49113576,49113579,66.095
5556169203,5556169204,23.67
5556169203,5556169206,91.01
5556169205,5556169206,26.045
49572340,49063250,210.972
49244657,49202236,29.74
49113598,49113599,79.727
49113600,49146981,207.566
49113600,49146978,143.46
49113600,49113602,117.446
49113600,49113636,116.867
49113602,49346625,207.255
49113602,49113604,114.088
49113604,49346630,207.078
49113604,49334444,144.468
49113604,49113606,120.092
49113606,49334447,143.899
49113606,49346639,206.656
49113606,49113608,123.317
49113611,49113613,115.76
49375757,49406562,82.461
49375757,49375762,113.703
49375757,49396318,280.845
49113613,49346652,207.048
49113615,49346658,206.291
49113615,49113617,116.809
49113617,49337396,208.14
49113617,49113620,117.19
49113620,49346672,207.882
49113620,49113621,55.709
49113621,3695877005,23.763
49113621,49346674,219.733
5060520470,49059173,9.672
5060520470,48924442,132.409
49244697,49244699,76.317
49244697,1071226205,270.827
49244697,49454762,178.746
49113628,49113629,69.264
49113628,49658751,74.613
49113629,49212749,72.895
5060520478,5060520482,52.54
5060520479,5060520486,105.091
5060520477,49389849,48.165
5060520477,5060520480,28.866
5060520477,5060520482,31.179
5060520476,49052342,49.231
5060520476,5060520486,72.166
5060520476,5060520480,84.875
5060520481,5060520484,48.761
5060520481,49052296,78.072
5060520481,49538987,171.788
5060520480,5060520484,105.88
5060520482,5060520484,166.2
49113636,49346618,207.879
49113636,49334440,144.025
49572391,49604691,138.123
49113637,49113641,95.465
49113637,49335758,129.968
49113637,49252769,125.704
49637925,49739504,45.04
49637925,49212893,76.184
5060520484,5060520487,158.393
5060520487,5060520485,105.084
5060520487,5060520486,104.715
49113641,49113642,111.941
49113641,49118925,82.665
49113642,49131199,273.225
49113642,49648097,74.804
49572400,49133794,134.927
49572400,49128652,107.28
49572400,49063240,105.326
49375796,49345055,77.182
49375796,49191397,38.71
49375798,49375801,151.005
49375798,49345055,75.532
49375798,49061948,76.466
49375801,49052339,98.411
49375801,49061950,77.127
49572414,49443621,411.447
49572414,49214350,67.712
1702128195,276557813,83.507
49572427,49125719,72.858
49572427,49149308,89.983
49572427,49064160,303.436
49048146,49048151,118.539
49375827,49000700,125.237
49375827,49375838,408.484
49375827,49398928,495.211
2993187413,49076163,13.111
2993187413,3453732486,298.618
2993187414,49067177,14.778
49048151,49048155,75.563
49769048,49467802,72.753
2327997019,2327997038,13.442
2327997019,49781523,621.89
49048155,49048156,60.233
49048155,49257095,254.376
49048156,49048157,93.094
49048156,49080518,77.367
49048157,49048160,64.724
49375838,49581109,35.249
49375838,49398928,85.187
49048160,49048164,75.864
48982623,49337567,85.386
49048164,49048165,78.855
49048165,49253650,112.969
49048168,49458165,104.879
49048168,49458160,135.659
49048178,49048180,32.565
49048180,49048181,52.172
49048180,49080332,86.574
1129671300,1129672801,40.816
49113733,49113736,117.078
49113733,5691963890,169.464
49113736,49056364,78.615
49113736,49724510,47.26
49113737,49056364,108.741
49310361,6290635329,199.927
49310361,49336601,76.275
49310361,49604860,79.867
49310371,49075432,29.386
49113766,49119143,148.874
1697213094,49076777,238.293
49113768,49113773,90.845
49113768,49081783,110.888
49113774,49127408,129.875
49113774,49127407,149.791
49113774,49113777,223.354
1129671343,1129672810,27.457
49113777,49127408,295.331
49113777,49127407,383.857
1129671359,1129672810,55.045
49507015,49052475,128.251
49507015,49052455,115.371
